road_id,vehicle_id,point_seq,timestamp,latitude,longitude,speed_kmph,distance_along_road_km,source
way/22827116,SIMV-22827116,0,2026-07-15T06:00:00,25.9242759,91.4716355,31.25,0.0,simulated
way/22827116,SIMV-22827116,1,2026-07-15T06:00:10,25.92505199762002,91.47154054498982,31.25,0.0868,simulated
way/22827116,SIMV-22827116,2,2026-07-15T06:00:20,25.925802829390843,91.47130527854708,31.25,0.1736,simulated
way/22827116,SIMV-22827116,3,2026-07-15T06:00:30,25.92654711036369,91.47104293760594,31.25,0.2605,simulated
way/22827116,SIMV-22827116,4,2026-07-15T06:00:40,25.927291391336535,91.47078059666481,31.25,0.3473,simulated
way/22827116,SIMV-22827116,5,2026-07-15T06:00:50,25.928035672309385,91.47051825572368,31.25,0.4341,simulated
way/22827116,SIMV-22827116,6,2026-07-15T06:01:00,25.928773439227054,91.47023414178278,31.25,0.5209,simulated
way/22827116,SIMV-22827116,7,2026-07-15T06:01:10,25.929494462246925,91.46990440828695,31.25,0.6077,simulated
way/22827116,SIMV-22827116,8,2026-07-15T06:01:20,25.930212693858305,91.46956607698522,31.25,0.6946,simulated
way/22827116,SIMV-22827116,9,2026-07-15T06:01:30,25.930973698331286,91.46937705712094,31.25,0.7814,simulated
way/22827116,SIMV-22827116,10,2026-07-15T06:01:40,25.931738823700037,91.46920406457221,31.25,0.8682,simulated
way/22827116,SIMV-22827116,11,2026-07-15T06:01:50,25.932507226564322,91.46905091387238,31.25,0.955,simulated
way/22827116,SIMV-22827116,12,2026-07-15T06:02:00,25.933263804205726,91.46883929107467,31.25,1.0418,simulated
way/22827116,SIMV-22827116,13,2026-07-15T06:02:10,25.934017153110457,91.46861116961757,31.25,1.1286,simulated
way/22827116,SIMV-22827116,14,2026-07-15T06:02:20,25.934770502015187,91.46838304816048,31.25,1.2155,simulated
way/22827116,SIMV-22827116,15,2026-07-15T06:02:30,25.935523850919918,91.46815492670338,31.25,1.3023,simulated
way/22827116,SIMV-22827116,16,2026-07-15T06:02:40,25.936280429994998,91.46794080223914,31.25,1.3891,simulated
way/22827116,SIMV-22827116,17,2026-07-15T06:02:50,25.93705726536467,91.46801286780308,31.25,1.4759,simulated
way/22827116,SIMV-22827116,18,2026-07-15T06:03:00,25.93782503915027,91.46817039483898,31.25,1.5627,simulated
way/22827116,SIMV-22827116,19,2026-07-15T06:03:10,25.938590171789766,91.4683433592447,31.25,1.6496,simulated
way/22827116,SIMV-22827116,20,2026-07-15T06:03:20,25.939355304429263,91.46851632365042,31.25,1.7364,simulated
way/22827116,SIMV-22827116,21,2026-07-15T06:03:30,25.940120437068757,91.46868928805614,31.25,1.8232,simulated
way/22827116,SIMV-22827116,22,2026-07-15T06:03:40,25.940885571606177,91.46886224403046,31.25,1.91,simulated
way/22827116,SIMV-22827116,23,2026-07-15T06:03:50,25.941650707743435,91.46903519289764,31.25,1.9968,simulated
way/22827116,SIMV-22827116,24,2026-07-15T06:04:00,25.94241584388069,91.4692081417648,31.25,2.0837,simulated
way/22827116,SIMV-22827116,25,2026-07-15T06:04:10,25.943174746648253,91.46941149582872,31.25,2.1705,simulated
way/22827116,SIMV-22827116,26,2026-07-15T06:04:20,25.94393167783048,91.46962446691253,31.25,2.2573,simulated
way/22827116,SIMV-22827116,27,2026-07-15T06:04:30,25.944678241619606,91.46987685777323,31.25,2.3441,simulated
way/22827116,SIMV-22827116,28,2026-07-15T06:04:40,25.945419523425425,91.47014953805336,31.25,2.4309,simulated
way/22827116,SIMV-22827116,29,2026-07-15T06:04:50,25.94616080910887,91.47042220679866,31.25,2.5178,simulated
way/22827116,SIMV-22827116,30,2026-07-15T06:05:00,25.946902098365122,91.47069486491591,31.25,2.6046,simulated
way/22827116,SIMV-22827116,31,2026-07-15T06:05:10,25.94764568548711,91.47095736925365,31.25,2.6914,simulated
way/22827116,SIMV-22827116,32,2026-07-15T06:05:20,25.948413544918186,91.47111297897249,31.25,2.7782,simulated
way/22827116,SIMV-22827116,33,2026-07-15T06:05:30,25.94918298568169,91.47126044141274,31.25,2.865,simulated
way/22827116,SIMV-22827116,34,2026-07-15T06:05:40,25.949952426445197,91.47140790385299,31.25,2.9518,simulated
way/22827116,SIMV-22827116,35,2026-07-15T06:05:50,25.950721867208703,91.47155536629325,31.25,3.0387,simulated
way/22827116,SIMV-22827116,36,2026-07-15T06:06:00,25.951479265622474,91.47174910527681,31.25,3.1255,simulated
way/22827116,SIMV-22827116,37,2026-07-15T06:06:10,25.952018482449244,91.47236753114458,31.25,3.2123,simulated
way/22827116,SIMV-22827116,38,2026-07-15T06:06:20,25.952520292383316,91.47303278990242,31.25,3.2991,simulated
way/22827116,SIMV-22827116,39,2026-07-15T06:06:30,25.953022102317384,91.47369804866025,31.25,3.3859,simulated
way/22827116,SIMV-22827116,40,2026-07-15T06:06:40,25.953523912251455,91.47436330741809,31.25,3.4728,simulated
way/22827116,SIMV-22827116,41,2026-07-15T06:06:50,25.954025722185524,91.47502856617591,31.25,3.5596,simulated
way/22827116,SIMV-22827116,42,2026-07-15T06:07:00,25.95455346281747,91.47566828546415,31.25,3.6464,simulated
way/22827116,SIMV-22827116,43,2026-07-15T06:07:10,25.95509102956669,91.47629805441436,31.25,3.7332,simulated
way/22827116,SIMV-22827116,44,2026-07-15T06:07:20,25.955629783703493,91.47692658057541,31.25,3.82,simulated
way/22827116,SIMV-22827116,45,2026-07-15T06:07:30,25.95616853784029,91.47755510673647,31.25,3.9069,simulated
way/22827116,SIMV-22827116,46,2026-07-15T06:07:40,25.956707291977093,91.47818363289753,31.25,3.9937,simulated
way/22827116,SIMV-22827116,47,2026-07-15T06:07:50,25.95724604611389,91.47881215905858,31.25,4.0805,simulated
way/22827116,SIMV-22827116,48,2026-07-15T06:08:00,25.957784800250693,91.47944068521963,31.25,4.1673,simulated
way/22827116,SIMV-22827116,49,2026-07-15T06:08:10,25.95832355438749,91.48006921138068,31.25,4.2541,simulated
way/22827116,SIMV-22827116,50,2026-07-15T06:08:20,25.958859459238187,91.48070070877861,31.25,4.341,simulated
way/22827116,SIMV-22827116,51,2026-07-15T06:08:30,25.95938100699495,91.48134690473704,31.25,4.4278,simulated
way/22827116,SIMV-22827116,52,2026-07-15T06:08:40,25.959885756501556,91.48200933746809,31.25,4.5146,simulated
way/22827116,SIMV-22827116,53,2026-07-15T06:08:50,25.960385237716086,91.48267680449116,31.25,4.6014,simulated
way/22827116,SIMV-22827116,54,2026-07-15T06:09:00,25.960884718930615,91.48334427151424,31.25,4.6882,simulated
way/22827116,SIMV-22827116,55,2026-07-15T06:09:10,25.961384200145144,91.48401173853732,31.25,4.775,simulated
way/22827116,SIMV-22827116,56,2026-07-15T06:09:20,25.96188368015345,91.48467920682359,31.25,4.8619,simulated
way/22827116,SIMV-22827116,57,2026-07-15T06:09:30,25.96246452265946,91.48470896897409,31.25,4.9487,simulated
way/22827116,SIMV-22827116,58,2026-07-15T06:09:40,25.962994505254084,91.48407125172142,31.25,5.0355,simulated
way/22827116,SIMV-22827116,59,2026-07-15T06:09:50,25.963496683365392,91.48340889237743,31.25,5.1223,simulated
way/22827116,SIMV-22827116,60,2026-07-15T06:10:00,25.963764022577678,91.4825982230162,31.25,5.2091,simulated
way/22827116,SIMV-22827116,61,2026-07-15T06:10:10,25.964110710111314,91.48185698863597,31.25,5.296,simulated
way/22827116,SIMV-22827116,62,2026-07-15T06:10:20,25.964822077493714,91.481500090488,31.25,5.3828,simulated
way/22827116,SIMV-22827116,63,2026-07-15T06:10:30,25.96553769886384,91.48115276497631,31.25,5.4696,simulated
way/22827116,SIMV-22827116,64,2026-07-15T06:10:40,25.966253320233967,91.48080543946465,31.25,5.5564,simulated
way/22827116,SIMV-22827116,65,2026-07-15T06:10:50,25.966968941604094,91.48045811395296,31.25,5.6432,simulated
way/22827116,SIMV-22827116,66,2026-07-15T06:11:00,25.96768456297422,91.4801107884413,31.25,5.7301,simulated
way/22827116,SIMV-22827116,67,2026-07-15T06:11:10,25.968400184344347,91.47976346292961,31.25,5.8169,simulated
way/22827116,SIMV-22827116,68,2026-07-15T06:11:20,25.969115805714473,91.47941613741794,31.25,5.9037,simulated
way/22827116,SIMV-22827116,69,2026-07-15T06:11:30,25.9698314270846,91.47906881190626,31.25,5.9905,simulated
way/22827116,SIMV-22827116,70,2026-07-15T06:11:40,25.970547048454726,91.47872148639459,31.25,6.0773,simulated
way/22827116,SIMV-22827116,71,2026-07-15T06:11:50,25.971200944862996,91.47826075946553,31.25,6.1641,simulated
way/22827116,SIMV-22827116,72,2026-07-15T06:12:00,25.97165200463565,91.47755424809262,31.25,6.251,simulated
way/22827116,SIMV-22827116,73,2026-07-15T06:12:10,25.972218512490343,91.47695770904254,31.25,6.3378,simulated
way/22827116,SIMV-22827116,74,2026-07-15T06:12:20,25.972801460357097,91.47637994172278,31.25,6.4246,simulated
way/22827116,SIMV-22827116,75,2026-07-15T06:12:30,25.97340755898714,91.47583425920814,31.25,6.5114,simulated
way/22827116,SIMV-22827116,76,2026-07-15T06:12:40,25.97408076943086,91.4753943740078,31.25,6.5982,simulated
way/22827116,SIMV-22827116,77,2026-07-15T06:12:50,25.97475416615785,91.4749548066375,31.25,6.6851,simulated
way/22827116,SIMV-22827116,78,2026-07-15T06:13:00,25.97542058774231,91.47450289155208,31.25,6.7719,simulated
way/22827116,SIMV-22827116,79,2026-07-15T06:13:10,25.97616187642473,91.47431176832791,31.25,6.8587,simulated
way/22827116,SIMV-22827116,80,2026-07-15T06:13:20,25.976911644420085,91.47454477285493,31.25,6.9455,simulated
way/22827116,SIMV-22827116,81,2026-07-15T06:13:30,25.977652226820016,91.4748198695742,31.25,7.0323,simulated
way/22827116,SIMV-22827116,82,2026-07-15T06:13:40,25.978392809219947,91.4750949662935,31.25,7.1192,simulated
way/22827116,SIMV-22827116,83,2026-07-15T06:13:50,25.979133256553,91.47537049180208,31.25,7.206,simulated
way/22827116,SIMV-22827116,84,2026-07-15T06:14:00,25.979853643141322,91.47570160936145,31.25,7.2928,simulated
way/22827116,SIMV-22827116,85,2026-07-15T06:14:10,25.980547404315676,91.4761000916175,31.25,7.3796,simulated
way/22827116,SIMV-22827116,86,2026-07-15T06:14:20,25.98124116549003,91.47649857387356,31.25,7.4664,simulated
way/22827116,SIMV-22827116,87,2026-07-15T06:14:30,25.981933289110888,91.47690050615233,31.25,7.5533,simulated
way/22827116,SIMV-22827116,88,2026-07-15T06:14:40,25.982620119923784,91.47731358939977,31.25,7.6401,simulated
way/22827116,SIMV-22827116,89,2026-07-15T06:14:50,25.983306950736683,91.47772667264721,31.25,7.7269,simulated
way/22827116,SIMV-22827116,90,2026-07-15T06:15:00,25.98399378154958,91.47813975589465,31.25,7.8137,simulated
way/22827116,SIMV-22827116,91,2026-07-15T06:15:10,25.984680612362478,91.47855283914208,31.25,7.9005,simulated
way/22827116,SIMV-22827116,92,2026-07-15T06:15:20,25.985367443175374,91.47896592238952,31.25,7.9873,simulated
way/22827116,SIMV-22827116,93,2026-07-15T06:15:30,25.986054273988273,91.47937900563697,31.25,8.0742,simulated
way/22827116,SIMV-22827116,94,2026-07-15T06:15:40,25.986741172266786,91.47979196211895,31.25,8.161,simulated
way/22827116,SIMV-22827116,95,2026-07-15T06:15:50,25.987428083512032,91.4802048942369,31.25,8.2478,simulated
way/22827116,SIMV-22827116,96,2026-07-15T06:16:00,25.98811499475728,91.48061782635486,31.25,8.3346,simulated
way/22827116,SIMV-22827116,97,2026-07-15T06:16:10,25.98880190600253,91.48103075847281,31.25,8.4214,simulated
way/22827116,SIMV-22827116,98,2026-07-15T06:16:20,25.989488817247775,91.48144369059077,31.25,8.5083,simulated
way/22827116,SIMV-22827116,99,2026-07-15T06:16:30,25.990175246459135,91.48185761910848,31.25,8.5951,simulated
way/22827116,SIMV-22827116,100,2026-07-15T06:16:40,25.99086047971814,91.48227401974832,31.25,8.6819,simulated
way/22827116,SIMV-22827116,101,2026-07-15T06:16:50,25.991545712977146,91.48269042038817,31.25,8.7687,simulated
way/22827116,SIMV-22827116,102,2026-07-15T06:17:00,25.99223094623615,91.48310682102802,31.25,8.8555,simulated
way/22827116,SIMV-22827116,103,2026-07-15T06:17:10,25.992916179495154,91.48352322166785,31.25,8.9424,simulated
way/22827116,SIMV-22827116,104,2026-07-15T06:17:20,25.993601412754156,91.4839396223077,31.25,9.0292,simulated
way/22827116,SIMV-22827116,105,2026-07-15T06:17:30,25.994286646013162,91.48435602294755,31.25,9.116,simulated
way/22827116,SIMV-22827116,106,2026-07-15T06:17:40,25.994971879272164,91.48477242358739,31.25,9.2028,simulated
way/22827116,SIMV-22827116,107,2026-07-15T06:17:50,25.99565711253117,91.48518882422724,31.25,9.2896,simulated
way/22827116,SIMV-22827116,108,2026-07-15T06:18:00,25.996342345790172,91.48560522486709,31.25,9.3765,simulated
way/22827116,SIMV-22827116,109,2026-07-15T06:18:10,25.997027579049178,91.48602162550692,31.25,9.4633,simulated
way/22827116,SIMV-22827116,110,2026-07-15T06:18:20,25.997712812308183,91.48643802614677,31.25,9.5501,simulated
way/22827116,SIMV-22827116,111,2026-07-15T06:18:30,25.998398045567185,91.48685442678662,31.25,9.6369,simulated
way/22827116,SIMV-22827116,112,2026-07-15T06:18:40,25.99908327882619,91.48727082742646,31.25,9.7237,simulated
way/22827116,SIMV-22827116,113,2026-07-15T06:18:50,25.999768512085193,91.4876872280663,31.25,9.8105,simulated
way/22827116,SIMV-22827116,114,2026-07-15T06:19:00,26.0004537453442,91.48810362870616,31.25,9.8974,simulated
way/22827116,SIMV-22827116,115,2026-07-15T06:19:10,26.0011389786032,91.488520029346,31.25,9.9842,simulated
way/22827116,SIMV-22827116,116,2026-07-15T06:19:20,26.001824211862207,91.48893642998584,31.25,10.071,simulated
way/22827116,SIMV-22827116,117,2026-07-15T06:19:30,26.002509445121213,91.48935283062569,31.25,10.1578,simulated
way/22827116,SIMV-22827116,118,2026-07-15T06:19:40,26.003194678380215,91.48976923126554,31.25,10.2446,simulated
way/22827116,SIMV-22827116,119,2026-07-15T06:19:50,26.00387991163922,91.49018563190538,31.25,10.3315,simulated
way/22827116,SIMV-22827116,120,2026-07-15T06:20:00,26.00456514506645,91.4906020367433,31.25,10.4183,simulated
way/22827116,SIMV-22827116,121,2026-07-15T06:20:10,26.00525037937203,91.4910184635002,31.25,10.5051,simulated
way/22827116,SIMV-22827116,122,2026-07-15T06:20:20,26.005935613738984,91.49143489059792,31.25,10.5919,simulated
way/22827116,SIMV-22827116,123,2026-07-15T06:20:30,26.00662085032843,91.49185133003772,31.25,10.6787,simulated
way/22827116,SIMV-22827116,124,2026-07-15T06:20:40,26.007306086917882,91.49226776947752,31.25,10.7656,simulated
way/22827116,SIMV-22827116,125,2026-07-15T06:20:50,26.00799132350733,91.49268420891732,31.25,10.8524,simulated
way/22827116,SIMV-22827116,126,2026-07-15T06:21:00,26.008676560096777,91.49310064835713,31.25,10.9392,simulated
way/22827116,SIMV-22827116,127,2026-07-15T06:21:10,26.00936179668623,91.49351708779693,31.25,11.026,simulated
way/22827116,SIMV-22827116,128,2026-07-15T06:21:20,26.010047033275676,91.49393352723673,31.25,11.1128,simulated
way/22827116,SIMV-22827116,129,2026-07-15T06:21:30,26.010732269865127,91.49434996667654,31.25,11.1997,simulated
way/22827116,SIMV-22827116,130,2026-07-15T06:21:40,26.011417506454574,91.49476640611634,31.25,11.2865,simulated
way/22827116,SIMV-22827116,131,2026-07-15T06:21:50,26.01210274304402,91.49518284555616,31.25,11.3733,simulated
way/22827116,SIMV-22827116,132,2026-07-15T06:22:00,26.012787979633472,91.49559928499596,31.25,11.4601,simulated
way/22827116,SIMV-22827116,133,2026-07-15T06:22:10,26.01347321622292,91.49601572443576,31.25,11.5469,simulated
way/22827116,SIMV-22827116,134,2026-07-15T06:22:20,26.01415845281237,91.49643216387557,31.25,11.6337,simulated
way/22827116,SIMV-22827116,135,2026-07-15T06:22:30,26.014851096815754,91.49683312442309,31.25,11.7206,simulated
way/22827116,SIMV-22827116,136,2026-07-15T06:22:40,26.015544630101818,91.4972322266823,31.25,11.8074,simulated
way/22827116,SIMV-22827116,137,2026-07-15T06:22:50,26.016238163387886,91.49763132894151,31.25,11.8942,simulated
way/22827116,SIMV-22827116,138,2026-07-15T06:23:00,26.016931696673954,91.4980304312007,31.25,11.981,simulated
way/22827116,SIMV-22827116,139,2026-07-15T06:23:10,26.017625229960018,91.49842953345991,31.25,12.0678,simulated
way/22827116,SIMV-22827116,140,2026-07-15T06:23:20,26.018318763246086,91.49882863571912,31.25,12.1547,simulated
way/22827116,SIMV-22827116,141,2026-07-15T06:23:30,26.019012296532154,91.49922773797832,31.25,12.2415,simulated
way/22827116,SIMV-22827116,142,2026-07-15T06:23:40,26.01970582981822,91.49962684023753,31.25,12.3283,simulated
way/22827116,SIMV-22827116,143,2026-07-15T06:23:50,26.020399363104286,91.50002594249673,31.25,12.4151,simulated
way/22827116,SIMV-22827116,144,2026-07-15T06:24:00,26.021092896390353,91.50042504475593,31.25,12.5019,simulated
way/22827116,SIMV-22827116,145,2026-07-15T06:24:10,26.02178642967642,91.50082414701514,31.25,12.5888,simulated
way/22827116,SIMV-22827116,146,2026-07-15T06:24:20,26.02247996296249,91.50122324927435,31.25,12.6756,simulated
way/22827116,SIMV-22827116,147,2026-07-15T06:24:30,26.023173496248553,91.50162235153354,31.25,12.7624,simulated
way/22827116,SIMV-22827116,148,2026-07-15T06:24:40,26.023838600743964,91.50207580469866,31.25,12.8492,simulated
way/22827116,SIMV-22827116,149,2026-07-15T06:24:50,26.024492813824015,91.50255008035666,31.25,12.936,simulated
way/22827116,SIMV-22827116,150,2026-07-15T06:25:00,26.025147026904065,91.50302435601465,31.25,13.0229,simulated
way/22827116,SIMV-22827116,151,2026-07-15T06:25:10,26.025801239984116,91.50349863167266,31.25,13.1097,simulated
way/22827116,SIMV-22827116,152,2026-07-15T06:25:20,26.026455453064166,91.50397290733065,31.25,13.1965,simulated
way/22827116,SIMV-22827116,153,2026-07-15T06:25:30,26.02710966614422,91.50444718298866,31.25,13.2833,simulated
way/22827116,SIMV-22827116,154,2026-07-15T06:25:40,26.02776387922427,91.50492145864665,31.25,13.3701,simulated
